"Region","Size","Cores","MemoryGB"
"mexicocentral","Standard_A2_v2","2","4"
"mexicocentral","Standard_B2s","2","4"
"mexicocentral","Standard_F2","2","4"
"mexicocentral","Standard_F2s","2","4"
"mexicocentral","Standard_F2s_v2","2","4"
"mexicocentral","Standard_D2ls_v5","2","4"
"mexicocentral","Standard_D2lds_v5","2","4"
"mexicocentral","Standard_B2ls_v2","2","4"
"mexicocentral","Standard_B2als_v2","2","4"
"mexicocentral","Standard_D2als_v6","2","4"
"mexicocentral","Standard_D2alds_v6","2","4"
"mexicocentral","Standard_F2als_v6","2","4"
"mexicocentral","Standard_D2pls_v6","2","4"
"mexicocentral","Standard_D2plds_v6","2","4"
"mexicocentral","Standard_D2ls_v6","2","4"
"mexicocentral","Standard_D2lds_v6","2","4"
"uaenorth","Standard_B2s","2","4"
"uaenorth","Standard_F2","2","4"
"uaenorth","Standard_F2s","2","4"
"uaenorth","Standard_A2_v2","2","4"
"uaenorth","Standard_F2s_v2","2","4"
"uaenorth","Standard_B2als_v2","2","4"
"uaenorth","Standard_D2ls_v5","2","4"
"uaenorth","Standard_D2lds_v5","2","4"
"uaenorth","Standard_B2ls_v2","2","4"
"uaenorth","Standard_D2ls_v6","2","4"
"uaenorth","Standard_D2lds_v6","2","4"
"uaenorth","Standard_D2pls_v6","2","4"
"uaenorth","Standard_D2plds_v6","2","4"
"uaenorth","Standard_D2als_v6","2","4"
"uaenorth","Standard_D2alds_v6","2","4"
"uaenorth","Standard_F2als_v6","2","4"
"uaenorth","Standard_D2als_v7","2","4"
"uaenorth","Standard_D2alds_v7","2","4"
"uaenorth","Standard_F2als_v7","2","4"
"uaenorth","Standard_F2alds_v7","2","4"
"brazilsouth","Standard_D2als_v6","2","4"
"brazilsouth","Standard_D2alds_v6","2","4"
"brazilsouth","Standard_F2als_v6","2","4"
"brazilsouth","Standard_D2ls_v6","2","4"
"brazilsouth","Standard_D2lds_v6","2","4"
"brazilsouth","Standard_D2nls_v6","2","4"
"brazilsouth","Standard_D2nlds_v6","2","4"
"brazilsouth","Standard_A2_v2","2","4"
"brazilsouth","Standard_B2s","2","4"
"brazilsouth","Standard_F2","2","4"
"brazilsouth","Standard_F2s","2","4"
"brazilsouth","Standard_F2s_v2","2","4"
"brazilsouth","Standard_D2ls_v5","2","4"
"brazilsouth","Standard_D2lds_v5","2","4"
"brazilsouth","Standard_B2ls_v2","2","4"
"brazilsouth","Standard_B2als_v2","2","4"
"brazilsouth","Standard_D2pls_v6","2","4"
"brazilsouth","Standard_D2plds_v6","2","4"
"chilecentral","Standard_A2_v2","2","4"
"chilecentral","Standard_B2s","2","4"
"chilecentral","Standard_F2","2","4"
"chilecentral","Standard_F2s","2","4"
"chilecentral","Standard_F2s_v2","2","4"
"chilecentral","Standard_D2ls_v5","2","4"
"chilecentral","Standard_D2lds_v5","2","4"
"chilecentral","Standard_B2ls_v2","2","4"
"chilecentral","Standard_D2ls_v6","2","4"
"chilecentral","Standard_D2lds_v6","2","4"
"chilecentral","Standard_B2als_v2","2","4"
"chilecentral","Standard_D2als_v6","2","4"
"chilecentral","Standard_D2alds_v6","2","4"
"chilecentral","Standard_F2als_v6","2","4"
"israelcentral","Standard_D2als_v6","2","4"
"israelcentral","Standard_D2alds_v6","2","4"
"israelcentral","Standard_F2als_v6","2","4"
"israelcentral","Standard_A2_v2","2","4"
"israelcentral","Standard_B2s","2","4"
"israelcentral","Standard_F2","2","4"
"israelcentral","Standard_F2s","2","4"
"israelcentral","Standard_F2s_v2","2","4"
"israelcentral","Standard_D2ls_v5","2","4"
"israelcentral","Standard_D2lds_v5","2","4"
"israelcentral","Standard_B2ls_v2","2","4"
"israelcentral","Standard_B2als_v2","2","4"
"israelcentral","Standard_D2ls_v6","2","4"
"israelcentral","Standard_D2lds_v6","2","4"
"qatarcentral","Standard_A2_v2","2","4"
"qatarcentral","Standard_B2s","2","4"
"qatarcentral","Standard_F2","2","4"
"qatarcentral","Standard_F2s","2","4"
"qatarcentral","Standard_F2s_v2","2","4"
"qatarcentral","Standard_D2ls_v5","2","4"
"qatarcentral","Standard_D2lds_v5","2","4"
"qatarcentral","Standard_B2ls_v2","2","4"
"eastus2","Standard_D2als_v6","2","4"
"eastus2","Standard_D2alds_v6","2","4"
"eastus2","Standard_F2als_v6","2","4"
"eastus2","Standard_D2als_v7","2","4"
"eastus2","Standard_D2alds_v7","2","4"
"eastus2","Standard_F2als_v7","2","4"
"eastus2","Standard_F2alds_v7","2","4"
"eastus2","Standard_B2als_v2","2","4"
"eastus2","Standard_B2s","2","4"
"eastus2","Standard_F2","2","4"
"eastus2","Standard_F2s","2","4"
"eastus2","Standard_A2_v2","2","4"
"eastus2","Standard_F2s_v2","2","4"
"eastus2","Standard_D2ls_v5","2","4"
"eastus2","Standard_D2lds_v5","2","4"
"eastus2","Standard_B2ls_v2","2","4"
"eastus2","Standard_D2plds_v5","2","4"
"eastus2","Standard_D2pls_v5","2","4"
"eastus2","Standard_B2pls_v2","2","4"
"eastus2","Standard_D2pls_v6","2","4"
"eastus2","Standard_D2plds_v6","2","4"
"eastus2","Standard_D2ls_v6","2","4"
"eastus2","Standard_D2lds_v6","2","4"
"eastus2","Standard_D2ls_v7","2","4"
"eastus2","Standard_D2lds_v7","2","4"
"southcentralus","Standard_D2ls_v6","2","4"
"southcentralus","Standard_D2lds_v6","2","4"
"southcentralus","Standard_B2als_v2","2","4"
"southcentralus","Standard_D2als_v6","2","4"
"southcentralus","Standard_D2alds_v6","2","4"
"southcentralus","Standard_F2als_v6","2","4"
"southcentralus","Standard_A2_v2","2","4"
"southcentralus","Standard_B2s","2","4"
"southcentralus","Standard_F2","2","4"
"southcentralus","Standard_F2s","2","4"
"southcentralus","Standard_F2s_v2","2","4"
"southcentralus","Standard_D2ls_v5","2","4"
"southcentralus","Standard_D2lds_v5","2","4"
"southcentralus","Standard_B2ls_v2","2","4"
"southcentralus","Standard_D2pls_v6","2","4"
"southcentralus","Standard_D2plds_v6","2","4"
"southcentralus","Standard_D2als_v7","2","4"
"southcentralus","Standard_D2alds_v7","2","4"
"southcentralus","Standard_F2als_v7","2","4"
"southcentralus","Standard_F2alds_v7","2","4"
"southcentralus","Standard_D2ls_v7","2","4"
"southcentralus","Standard_D2lds_v7","2","4"
"southcentralus","Standard_D2plds_v5","2","4"
"southcentralus","Standard_D2pls_v5","2","4"
"southcentralus","Standard_B2pls_v2","2","4"
"westus3","Standard_B2s","2","4"
"westus3","Standard_F2","2","4"
"westus3","Standard_F2s","2","4"
"westus3","Standard_A2_v2","2","4"
"westus3","Standard_F2s_v2","2","4"
"westus3","Standard_D2ls_v6","2","4"
"westus3","Standard_D2lds_v6","2","4"
"westus3","Standard_D2als_v6","2","4"
"westus3","Standard_D2alds_v6","2","4"
"westus3","Standard_F2als_v6","2","4"
"westus3","Standard_D2ls_v5","2","4"
"westus3","Standard_D2lds_v5","2","4"
"westus3","Standard_B2ls_v2","2","4"
"westus3","Standard_D2pls_v6","2","4"
"westus3","Standard_D2plds_v6","2","4"
"westus3","Standard_D2ls_v7","2","4"
"westus3","Standard_D2lds_v7","2","4"
"westus3","Standard_D2plds_v5","2","4"
"westus3","Standard_D2pls_v5","2","4"
"westus3","Standard_B2pls_v2","2","4"
"westus3","Standard_B2als_v2","2","4"
"westus3","Standard_D2als_v7","2","4"
"westus3","Standard_D2alds_v7","2","4"
"westus3","Standard_F2als_v7","2","4"
"westus3","Standard_F2alds_v7","2","4"
"northcentralus","Standard_D2als_v6","2","4"
"northcentralus","Standard_D2alds_v6","2","4"
"northcentralus","Standard_F2als_v6","2","4"
"northcentralus","Standard_A2_v2","2","4"
"northcentralus","Standard_B2s","2","4"
"northcentralus","Standard_F2","2","4"
"northcentralus","Standard_F2s","2","4"
"northcentralus","Standard_F2s_v2","2","4"
"northcentralus","Standard_D2ls_v5","2","4"
"northcentralus","Standard_D2lds_v5","2","4"
"northcentralus","Standard_B2ls_v2","2","4"
"northcentralus","Standard_B2als_v2","2","4"
"northcentralus","Standard_D2pls_v6","2","4"
"northcentralus","Standard_D2plds_v6","2","4"
"northcentralus","Standard_D2ls_v6","2","4"
"northcentralus","Standard_D2lds_v6","2","4"
"northcentralus","Standard_D2nls_v6","2","4"
"northcentralus","Standard_D2nlds_v6","2","4"
"northcentralus","Standard_D2plds_v5","2","4"
"northcentralus","Standard_D2pls_v5","2","4"
"northcentralus","Standard_B2pls_v2","2","4"
"westus","Standard_B2s","2","4"
"westus","Standard_F2","2","4"
"westus","Standard_F2s","2","4"
"westus","Standard_A2_v2","2","4"
"westus","Standard_F2s_v2","2","4"
"westus","Standard_D2ls_v5","2","4"
"westus","Standard_D2lds_v5","2","4"
"westus","Standard_D2als_v7","2","4"
"westus","Standard_D2alds_v7","2","4"
"westus","Standard_F2als_v7","2","4"
"westus","Standard_F2alds_v7","2","4"
"westus","Standard_B2als_v2","2","4"
"westus","Standard_D2ls_v6","2","4"
"westus","Standard_D2lds_v6","2","4"
"westus","Standard_D2nls_v6","2","4"
"westus","Standard_D2nlds_v6","2","4"
"westus","Standard_D2als_v6","2","4"
"westus","Standard_D2alds_v6","2","4"
"westus","Standard_F2als_v6","2","4"
"westus","Standard_B2ls_v2","2","4"
"westus","Standard_D2pls_v6","2","4"
"westus","Standard_D2plds_v6","2","4"
"westus","Standard_D2plds_v5","2","4"
"westus","Standard_D2pls_v5","2","4"
"westus","Standard_B2pls_v2","2","4"
"jioindiawest","Standard_B2als_v2","2","4"
"jioindiawest","Standard_B2s","2","4"
"jioindiawest","Standard_F2","2","4"
"jioindiawest","Standard_F2s","2","4"
"jioindiawest","Standard_A2_v2","2","4"
"jioindiawest","Standard_F2s_v2","2","4"
"jioindiawest","Standard_D2ls_v5","2","4"
"jioindiawest","Standard_D2lds_v5","2","4"
"jioindiawest","Standard_B2ls_v2","2","4"
"jioindiawest","Standard_D2pls_v6","2","4"
"jioindiawest","Standard_D2plds_v6","2","4"
"westcentralus","Standard_D2ls_v6","2","4"
"westcentralus","Standard_D2lds_v6","2","4"
"westcentralus","Standard_D2nls_v6","2","4"
"westcentralus","Standard_D2nlds_v6","2","4"
"westcentralus","Standard_B2als_v2","2","4"
"westcentralus","Standard_D2pls_v6","2","4"
"westcentralus","Standard_D2plds_v6","2","4"
"westcentralus","Standard_D2pls_v5","2","4"
"westcentralus","Standard_D2plds_v5","2","4"
"westcentralus","Standard_B2pls_v2","2","4"
"westcentralus","Standard_A2_v2","2","4"
"westcentralus","Standard_B2s","2","4"
"westcentralus","Standard_F2","2","4"
"westcentralus","Standard_F2s","2","4"
"westcentralus","Standard_F2s_v2","2","4"
"westcentralus","Standard_D2ls_v5","2","4"
"westcentralus","Standard_D2lds_v5","2","4"
"westcentralus","Standard_B2ls_v2","2","4"
"westcentralus","Standard_D2als_v6","2","4"
"westcentralus","Standard_D2alds_v6","2","4"
"westcentralus","Standard_F2als_v6","2","4"
"australiacentral","Standard_B2als_v2","2","4"
"australiacentral","Standard_A2_v2","2","4"
"australiacentral","Standard_B2s","2","4"
"australiacentral","Standard_F2s_v2","2","4"
"australiacentral","Standard_F2","2","4"
"australiacentral","Standard_F2s","2","4"
"australiacentral","Standard_D2ls_v5","2","4"
"australiacentral","Standard_D2lds_v5","2","4"
"australiacentral","Standard_B2ls_v2","2","4"
"australiacentral","Standard_D2ls_v6","2","4"
"australiacentral","Standard_D2als_v6","2","4"
"australiacentral","Standard_D2alds_v6","2","4"
"australiacentral","Standard_F2als_v6","2","4"
"australiasoutheast","Standard_B2s","2","4"
"australiasoutheast","Standard_F2","2","4"
"australiasoutheast","Standard_F2s","2","4"
"australiasoutheast","Standard_A2_v2","2","4"
"australiasoutheast","Standard_F2s_v2","2","4"
"australiasoutheast","Standard_D2ls_v5","2","4"
"australiasoutheast","Standard_D2lds_v5","2","4"
"australiasoutheast","Standard_B2ls_v2","2","4"
"australiasoutheast","Standard_D2als_v6","2","4"
"australiasoutheast","Standard_D2alds_v6","2","4"
"australiasoutheast","Standard_F2als_v6","2","4"
"australiasoutheast","Standard_B2als_v2","2","4"
"australiasoutheast","Standard_D2ls_v6","2","4"
"australiasoutheast","Standard_D2lds_v6","2","4"
"australiasoutheast","Standard_D2pls_v6","2","4"
"australiasoutheast","Standard_D2plds_v6","2","4"
"australiasoutheast","Standard_D2als_v7","2","4"
"australiasoutheast","Standard_D2alds_v7","2","4"
"australiasoutheast","Standard_F2als_v7","2","4"
"australiasoutheast","Standard_F2alds_v7","2","4"
"koreasouth","Standard_A2_v2","2","4"
"koreasouth","Standard_B2s","2","4"
"koreasouth","Standard_F2","2","4"
"koreasouth","Standard_F2s","2","4"
"koreasouth","Standard_F2s_v2","2","4"
"koreasouth","Standard_D2ls_v5","2","4"
"koreasouth","Standard_D2lds_v5","2","4"
"koreasouth","Standard_B2ls_v2","2","4"
"koreasouth","Standard_B2als_v2","2","4"
"koreasouth","Standard_D2als_v6","2","4"
"koreasouth","Standard_D2alds_v6","2","4"
"koreasouth","Standard_F2als_v6","2","4"
"southindia","Standard_A2_v2","2","4"
"southindia","Standard_B2s","2","4"
"southindia","Standard_F2","2","4"
"southindia","Standard_F2s","2","4"
"southindia","Standard_F2s_v2","2","4"
"southindia","Standard_D2ls_v5","2","4"
"southindia","Standard_D2lds_v5","2","4"
"southindia","Standard_B2ls_v2","2","4"
"southindia","Standard_B2als_v2","2","4"
"southindia","Standard_D2ls_v6","2","4"
"southindia","Standard_D2lds_v6","2","4"
"southindia","Standard_D2als_v6","2","4"
"southindia","Standard_D2alds_v6","2","4"
"southindia","Standard_F2als_v6","2","4"
"westindia","Standard_B2s","2","4"
"westindia","Standard_F2","2","4"
"westindia","Standard_F2s","2","4"
"westindia","Standard_A2_v2","2","4"
"westindia","Standard_F2s_v2","2","4"
"canadaeast","Standard_A2_v2","2","4"
"canadaeast","Standard_B2s","2","4"
"canadaeast","Standard_F2","2","4"
"canadaeast","Standard_F2s","2","4"
"canadaeast","Standard_F2s_v2","2","4"
"canadaeast","Standard_D2ls_v5","2","4"
"canadaeast","Standard_D2lds_v5","2","4"
"canadaeast","Standard_B2ls_v2","2","4"
"canadaeast","Standard_D2ls_v6","2","4"
"canadaeast","Standard_D2lds_v6","2","4"
"canadaeast","Standard_D2als_v6","2","4"
"canadaeast","Standard_D2alds_v6","2","4"
"canadaeast","Standard_F2als_v6","2","4"
"canadaeast","Standard_B2als_v2","2","4"
"canadaeast","Standard_D2pls_v6","2","4"
"canadaeast","Standard_D2plds_v6","2","4"
"ukwest","Standard_B2s","2","4"
"ukwest","Standard_F2","2","4"
"ukwest","Standard_F2s","2","4"
"ukwest","Standard_A2_v2","2","4"
"ukwest","Standard_F2s_v2","2","4"
"ukwest","Standard_D2ls_v5","2","4"
"ukwest","Standard_D2lds_v5","2","4"
"ukwest","Standard_B2ls_v2","2","4"
"ukwest","Standard_D2als_v6","2","4"
"ukwest","Standard_D2alds_v6","2","4"
"ukwest","Standard_F2als_v6","2","4"
"ukwest","Standard_B2als_v2","2","4"
"ukwest","Standard_D2ls_v6","2","4"
"ukwest","Standard_D2lds_v6","2","4"
"ukwest","Standard_D2nls_v6","2","4"
"ukwest","Standard_D2nlds_v6","2","4"
"ukwest","Standard_D2pls_v6","2","4"
"ukwest","Standard_D2plds_v6","2","4"
